,country,sector,gas,year,cons
37,France,Other Fuel Combustion,CO2,2016,11.45
38,France,Other Fuel Combustion,CH4,2016,0.08
39,France,Other Fuel Combustion,N2O,2016,0.04
40,France,Total excluding LUCF,All GHG,2016,433.6
41,France,Total excluding LUCF,CO2,2016,313.92
42,France,Total excluding LUCF,CH4,2016,62.2
43,France,Total excluding LUCF,N2O,2016,37.65
44,France,Total excluding LUCF,F-Gas,2016,19.83
45,France,Total including LUCF,All GHG,2016,371.62
46,France,Total including LUCF,CO2,2016,251.94
47,France,Total including LUCF,CH4,2016,62.2
48,France,Total including LUCF,N2O,2016,37.65
49,France,Total including LUCF,F-Gas,2016,19.83
50,France,Transportation,All GHG,2016,131.58
51,France,Transportation,CO2,2016,128.33
52,France,Transportation,CH4,2016,0.44
53,France,Transportation,N2O,2016,2.81
54,France,Waste,All GHG,2016,14.96
55,France,Waste,CH4,2016,14.09
56,France,Waste,N2O,2016,0.86
0,France,Agriculture,All GHG,2015,76.82
1,France,Agriculture,CH4,2015,43.01
2,France,Agriculture,N2O,2015,33.8
3,France,Building,All GHG,2015,69.46
4,France,Building,CO2,2015,66.73
5,France,Building,CH4,2015,2.32
6,France,Building,N2O,2015,0.42
7,France,Bunker Fuels,All GHG,2015,22.51
8,France,Bunker Fuels,CO2,2015,22.32
9,France,Bunker Fuels,CH4,2015,0.02
10,France,Bunker Fuels,N2O,2015,0.18
11,France,Electricity/Heat,All GHG,2015,52.97
12,France,Electricity/Heat,CO2,2015,52.53
13,France,Electricity/Heat,CH4,2015,0.15
14,France,Electricity/Heat,N2O,2015,0.29
15,France,Energy,All GHG,2015,313.6
16,France,Energy,CO2,2015,304.92
17,France,Energy,CH4,2015,4.92
18,France,Energy,N2O,2015,3.75
19,France,Fugitive Emissions,All GHG,2015,1.95
20,France,Fugitive Emissions,CO2,2015,0.05
21,France,Fugitive Emissions,CH4,2015,1.85
22,France,Fugitive Emissions,N2O,2015,0.05
23,France,Industrial Processes,All GHG,2015,26.82
24,France,Industrial Processes,CO2,2015,6.38
25,France,Industrial Processes,CH4,2015,0.06
26,France,Industrial Processes,N2O,2015,0.72
27,France,Industrial Processes,F-Gas,2015,19.66
28,France,Land-Use Change and Forestry,All GHG,2015,-61.1
29,France,Land-Use Change and Forestry,CO2,2015,-61.11
30,France,Land-Use Change and Forestry,CH4,2015,0.0
31,France,Land-Use Change and Forestry,N2O,2015,0.0
32,France,Manufacturing/Construction,All GHG,2015,45.25
33,France,Manufacturing/Construction,CO2,2015,45.01
34,France,Manufacturing/Construction,CH4,2015,0.09
35,France,Manufacturing/Construction,N2O,2015,0.15
36,France,Other Fuel Combustion,All GHG,2015,12.92
37,France,Other Fuel Combustion,CO2,2015,12.8
38,France,Other Fuel Combustion,CH4,2015,0.08
39,France,Other Fuel Combustion,N2O,2015,0.04
40,France,Total excluding LUCF,All GHG,2015,433.22
41,France,Total excluding LUCF,CO2,2015,311.3
42,France,Total excluding LUCF,CH4,2015,63.11
43,France,Total excluding LUCF,N2O,2015,39.15
44,France,Total excluding LUCF,F-Gas,2015,19.66
45,France,Total including LUCF,All GHG,2015,372.12
46,France,Total including LUCF,CO2,2015,250.2
47,France,Total including LUCF,CH4,2015,63.12
48,France,Total including LUCF,N2O,2015,39.15
49,France,Total including LUCF,F-Gas,2015,19.66
50,France,Transportation,All GHG,2015,131.04
51,France,Transportation,CO2,2015,127.8
52,France,Transportation,CH4,2015,0.43
53,France,Transportation,N2O,2015,2.81
54,France,Waste,All GHG,2015,15.98
55,France,Waste,CH4,2015,15.12
56,France,Waste,N2O,2015,0.86
0,France,Agriculture,All GHG,2014,76.07
1,France,Agriculture,CH4,2014,42.94
2,France,Agriculture,N2O,2014,33.13
3,France,Building,All GHG,2014,66.27
4,France,Building,CO2,2014,63.66
5,France,Building,CH4,2014,2.21
6,France,Building,N2O,2014,0.4
7,France,Bunker Fuels,All GHG,2014,22.26
8,France,Bunker Fuels,CO2,2014,22.07
9,France,Bunker Fuels,CH4,2014,0.02
10,France,Bunker Fuels,N2O,2014,0.18
11,France,Electricity/Heat,All GHG,2014,49.89
12,France,Electricity/Heat,CO2,2014,49.47
13,France,Electricity/Heat,CH4,2014,0.14
14,France,Electricity/Heat,N2O,2014,0.28
15,France,Energy,All GHG,2014,307.75
16,France,Energy,CO2,2014,299.38
17,France,Energy,CH4,2014,4.68
18,France,Energy,N2O,2014,3.69
19,France,Fugitive Emissions,All GHG,2014,1.83
20,France,Fugitive Emissions,CO2,2014,0.05
21,France,Fugitive Emissions,CH4,2014,1.73
22,France,Fugitive Emissions,N2O,2014,0.06
23,France,Industrial Processes,All GHG,2014,27.08
24,France,Industrial Processes,CO2,2014,6.72
25,France,Industrial Processes,CH4,2014,0.06
26,France,Industrial Processes,N2O,2014,0.85
27,France,Industrial Processes,F-Gas,2014,19.45
28,France,Land-Use Change and Forestry,All GHG,2014,-61.09
29,France,Land-Use Change and Forestry,CO2,2014,-61.11
30,France,Land-Use Change and Forestry,CH4,2014,0.01
31,France,Land-Use Change and Forestry,N2O,2014,0.01
32,France,Manufacturing/Construction,All GHG,2014,46.82
33,France,Manufacturing/Construction,CO2,2014,46.58
34,France,Manufacturing/Construction,CH4,2014,0.09
35,France,Manufacturing/Construction,N2O,2014,0.15
36,France,Other Fuel Combustion,All GHG,2014,13.17
37,France,Other Fuel Combustion,CO2,2014,13.05
38,France,Other Fuel Combustion,CH4,2014,0.08
39,France,Other Fuel Combustion,N2O,2014,0.04
40,France,Total excluding LUCF,All GHG,2014,427.77
41,France,Total excluding LUCF,CO2,2014,306.1
42,France,Total excluding LUCF,CH4,2014,63.69
43,France,Total excluding LUCF,N2O,2014,38.53
44,France,Total excluding LUCF,F-Gas,2014,19.45
45,France,Total including LUCF,All GHG,2014,366.68
46,France,Total including LUCF,CO2,2014,245.0
47,France,Total including LUCF,CH4,2014,63.7
48,France,Total including LUCF,N2O,2014,38.54
49,France,Total including LUCF,F-Gas,2014,19.45
50,France,Transportation,All GHG,2014,129.77
51,France,Transportation,CO2,2014,126.57
52,France,Transportation,CH4,2014,0.43
53,France,Transportation,N2O,2014,2.77
54,France,Waste,All GHG,2014,16.86
55,France,Waste,CH4,2014,16.01
56,France,Waste,N2O,2014,0.86
0,France,Agriculture,All GHG,2013,75.65
1,France,Agriculture,CH4,2013,42.78
2,France,Agriculture,N2O,2013,32.86
3,France,Building,All GHG,2013,82.32
4,France,Building,CO2,2013,79.14
5,France,Building,CH4,2013,2.7
6,France,Building,N2O,2013,0.49
7,France,Bunker Fuels,All GHG,2013,23.21
8,France,Bunker Fuels,CO2,2013,23.01
9,France,Bunker Fuels,CH4,2013,0.02
10,France,Bunker Fuels,N2O,2013,0.19
11,France,Electricity/Heat,All GHG,2013,63.98
12,France,Electricity/Heat,CO2,2013,63.52
13,France,Electricity/Heat,CH4,2013,0.14
14,France,Electricity/Heat,N2O,2013,0.32
15,France,Energy,All GHG,2013,340.76
16,France,Energy,CO2,2013,331.49
17,France,Energy,CH4,2013,5.5
18,France,Energy,N2O,2013,3.78
19,France,Fugitive Emissions,All GHG,2013,2.14
20,France,Fugitive Emissions,CO2,2013,0.03
21,France,Fugitive Emissions,CH4,2013,2.06
22,France,Fugitive Emissions,N2O,2013,0.05
23,France,Industrial Processes,All GHG,2013,27.44
24,France,Industrial Processes,CO2,2013,7.06
25,France,Industrial Processes,CH4,2013,0.05
26,France,Industrial Processes,N2O,2013,0.73
27,France,Industrial Processes,F-Gas,2013,19.59
28,France,Land-Use Change and Forestry,All GHG,2013,-61.1
29,France,Land-Use Change and Forestry,CO2,2013,-61.1
30,France,Land-Use Change and Forestry,CH4,2013,0.0
31,France,Land-Use Change and Forestry,N2O,2013,0.0
32,France,Manufacturing/Construction,All GHG,2013,49.45
33,France,Manufacturing/Construction,CO2,2013,49.2
34,France,Manufacturing/Construction,CH4,2013,0.09
35,France,Manufacturing/Construction,N2O,2013,0.16
36,France,Other Fuel Combustion,All GHG,2013,13.31
37,France,Other Fuel Combustion,CO2,2013,13.18
38,France,Other Fuel Combustion,CH4,2013,0.08
39,France,Other Fuel Combustion,N2O,2013,0.04
40,France,Total excluding LUCF,All GHG,2013,461.27
41,France,Total excluding LUCF,CO2,2013,338.56
42,France,Total excluding LUCF,CH4,2013,64.85
43,France,Total excluding LUCF,N2O,2013,38.28
44,France,Total excluding LUCF,F-Gas,2013,19.59
45,France,Total including LUCF,All GHG,2013,400.17
46,France,Total including LUCF,CO2,2013,277.46
47,France,Total including LUCF,CH4,2013,64.85
48,France,Total including LUCF,N2O,2013,38.28
49,France,Total including LUCF,F-Gas,2013,19.59
50,France,Transportation,All GHG,2013,129.56
51,France,Transportation,CO2,2013,126.42
52,France,Transportation,CH4,2013,0.42
53,France,Transportation,N2O,2013,2.72
54,France,Waste,All GHG,2013,17.42
55,France,Waste,CH4,2013,16.51
56,France,Waste,N2O,2013,0.9
0,France,Agriculture,All GHG,2012,74.61
1,France,Agriculture,CH4,2012,42.64
2,France,Agriculture,N2O,2012,31.97
3,France,Building,All GHG,2012,79.4
4,France,Building,CO2,2012,76.51
5,France,Building,CH4,2012,2.45
6,France,Building,N2O,2012,0.44
7,France,Bunker Fuels,All GHG,2012,24.02
8,France,Bunker Fuels,CO2,2012,23.81
9,France,Bunker Fuels,CH4,2012,0.02
10,France,Bunker Fuels,N2O,2012,0.19
11,France,Electricity/Heat,All GHG,2012,66.79
12,France,Electricity/Heat,CO2,2012,66.36
13,France,Electricity/Heat,CH4,2012,0.13
14,France,Electricity/Heat,N2O,2012,0.3
15,France,Energy,All GHG,2012,340.15
16,France,Energy,CO2,2012,331.18
17,France,Energy,CH4,2012,5.23
18,France,Energy,N2O,2012,3.75
19,France,Fugitive Emissions,All GHG,2012,2.12
20,France,Fugitive Emissions,CO2,2012,
21,France,Fugitive Emissions,CH4,2012,2.04
22,France,Fugitive Emissions,N2O,2012,0.07
23,France,Industrial Processes,All GHG,2012,27.62
24,France,Industrial Processes,CO2,2012,7.24
25,France,Industrial Processes,CH4,2012,0.05
26,France,Industrial Processes,N2O,2012,0.68
27,France,Industrial Processes,F-Gas,2012,19.64
28,France,Land-Use Change and Forestry,All GHG,2012,-61.04
29,France,Land-Use Change and Forestry,CO2,2012,-61.1
30,France,Land-Use Change and Forestry,CH4,2012,0.03
31,France,Land-Use Change and Forestry,N2O,2012,0.03
32,France,Manufacturing/Construction,All GHG,2012,48.37
33,France,Manufacturing/Construction,CO2,2012,48.12
34,France,Manufacturing/Construction,CH4,2012,0.09
35,France,Manufacturing/Construction,N2O,2012,0.16
36,France,Other Fuel Combustion,All GHG,2012,12.85
37,France,Other Fuel Combustion,CO2,2012,12.73
38,France,Other Fuel Combustion,CH4,2012,0.08
39,France,Other Fuel Combustion,N2O,2012,0.04
40,France,Total excluding LUCF,All GHG,2012,460.3
41,France,Total excluding LUCF,CO2,2012,338.42
42,France,Total excluding LUCF,CH4,2012,64.94
43,France,Total excluding LUCF,N2O,2012,37.3
44,France,Total excluding LUCF,F-Gas,2012,19.64
45,France,Total including LUCF,All GHG,2012,399.26
46,France,Total including LUCF,CO2,2012,277.32
47,France,Total including LUCF,CH4,2012,64.96
48,France,Total including LUCF,N2O,2012,37.33
49,France,Total including LUCF,F-Gas,2012,19.64
50,France,Transportation,All GHG,2012,130.63
51,France,Transportation,CO2,2012,127.46
52,France,Transportation,CH4,2012,0.43
53,France,Transportation,N2O,2012,2.74
54,France,Waste,All GHG,2012,17.92
55,France,Waste,CH4,2012,17.02
56,France,Waste,N2O,2012,0.9
0,France,Agriculture,All GHG,2011,74.2
1,France,Agriculture,CH4,2011,42.9
2,France,Agriculture,N2O,2011,31.3
3,France,Building,All GHG,2011,72.49
4,France,Building,CO2,2011,69.98
5,France,Building,CH4,2011,2.13
6,France,Building,N2O,2011,0.39
7,France,Bunker Fuels,All GHG,2011,24.94
8,France,Bunker Fuels,CO2,2011,24.72
9,France,Bunker Fuels,CH4,2011,0.02
10,France,Bunker Fuels,N2O,2011,0.2
11,France,Electricity/Heat,All GHG,2011,64.99
12,France,Electricity/Heat,CO2,2011,64.59
13,France,Electricity/Heat,CH4,2011,0.13
14,France,Electricity/Heat,N2O,2011,0.27
15,France,Energy,All GHG,2011,335.87
16,France,Energy,CO2,2011,327.34
17,France,Energy,CH4,2011,4.87
18,France,Energy,N2O,2011,3.66
19,France,Fugitive Emissions,All GHG,2011,2.08
20,France,Fugitive Emissions,CO2,2011,
21,France,Fugitive Emissions,CH4,2011,2.0
22,France,Fugitive Emissions,N2O,2011,0.08
23,France,Industrial Processes,All GHG,2011,28.08
24,France,Industrial Processes,CO2,2011,7.8
25,France,Industrial Processes,CH4,2011,0.06
26,France,Industrial Processes,N2O,2011,0.9
27,France,Industrial Processes,F-Gas,2011,19.32
28,France,Land-Use Change and Forestry,All GHG,2011,-61.09
29,France,Land-Use Change and Forestry,CO2,2011,-61.1
30,France,Land-Use Change and Forestry,CH4,2011,0.0
31,France,Land-Use Change and Forestry,N2O,2011,0.0
32,France,Manufacturing/Construction,All GHG,2011,50.88
33,France,Manufacturing/Construction,CO2,2011,50.63
34,France,Manufacturing/Construction,CH4,2011,0.1
35,France,Manufacturing/Construction,N2O,2011,0.16
36,France,Other Fuel Combustion,All GHG,2011,13.73
37,France,Other Fuel Combustion,CO2,2011,13.61
38,France,Other Fuel Combustion,CH4,2011,0.08
39,France,Other Fuel Combustion,N2O,2011,0.04
40,France,Total excluding LUCF,All GHG,2011,456.72
41,France,Total excluding LUCF,CO2,2011,335.14
42,France,Total excluding LUCF,CH4,2011,65.52
43,France,Total excluding LUCF,N2O,2011,36.73
44,France,Total excluding LUCF,F-Gas,2011,19.32
45,France,Total including LUCF,All GHG,2011,395.62
46,France,Total including LUCF,CO2,2011,274.04
47,France,Total including LUCF,CH4,2011,65.52
48,France,Total including LUCF,N2O,2011,36.74
49,France,Total including LUCF,F-Gas,2011,19.32
50,France,Transportation,All GHG,2011,131.69
51,France,Transportation,CO2,2011,128.54
52,France,Transportation,CH4,2011,0.44
53,France,Transportation,N2O,2011,2.71
54,France,Waste,All GHG,2011,18.56
55,France,Waste,CH4,2011,17.68
56,France,Waste,N2O,2011,0.88
0,France,Agriculture,All GHG,2010,76.28
1,France,Agriculture,CH4,2010,43.9
2,France,Agriculture,N2O,2010,32.38
3,France,Building,All GHG,2010,87.09
4,France,Building,CO2,2010,83.93
5,France,Building,CH4,2010,2.68
6,France,Building,N2O,2010,0.49
7,France,Bunker Fuels,All GHG,2010,24.12
8,France,Bunker Fuels,CO2,2010,23.9
9,France,Bunker Fuels,CH4,2010,0.02
10,France,Bunker Fuels,N2O,2010,0.19
11,France,Electricity/Heat,All GHG,2010,74.85
12,France,Electricity/Heat,CO2,2010,74.39
13,France,Electricity/Heat,CH4,2010,0.14
14,France,Electricity/Heat,N2O,2010,0.31
15,France,Energy,All GHG,2010,349.56
16,France,Energy,CO2,2010,340.05
17,France,Energy,CH4,2010,5.77
18,France,Energy,N2O,2010,3.73
19,France,Fugitive Emissions,All GHG,2010,2.45
20,France,Fugitive Emissions,CO2,2010,
21,France,Fugitive Emissions,CH4,2010,2.35
22,France,Fugitive Emissions,N2O,2010,0.1
23,France,Industrial Processes,All GHG,2010,27.69
24,France,Industrial Processes,CO2,2010,7.73
25,France,Industrial Processes,CH4,2010,0.09
26,France,Industrial Processes,N2O,2010,1.64
27,France,Industrial Processes,F-Gas,2010,18.23
28,France,Land-Use Change and Forestry,All GHG,2010,-66.48
29,France,Land-Use Change and Forestry,CO2,2010,-66.49
30,France,Land-Use Change and Forestry,CH4,2010,0.01
31,France,Land-Use Change and Forestry,N2O,2010,0.01
32,France,Manufacturing/Construction,All GHG,2010,45.34
33,France,Manufacturing/Construction,CO2,2010,45.1
34,France,Manufacturing/Construction,CH4,2010,0.09
35,France,Manufacturing/Construction,N2O,2010,0.15
36,France,Other Fuel Combustion,All GHG,2010,13.48
37,France,Other Fuel Combustion,CO2,2010,13.36
38,France,Other Fuel Combustion,CH4,2010,0.08
39,France,Other Fuel Combustion,N2O,2010,0.04
40,France,Total excluding LUCF,All GHG,2010,472.62
41,France,Total excluding LUCF,CO2,2010,347.78
42,France,Total excluding LUCF,CH4,2010,67.93
43,France,Total excluding LUCF,N2O,2010,38.68
44,France,Total excluding LUCF,F-Gas,2010,18.23
45,France,Total including LUCF,All GHG,2010,406.15
46,France,Total including LUCF,CO2,2010,281.29
47,France,Total including LUCF,CH4,2010,67.93
48,France,Total including LUCF,N2O,2010,38.69
49,France,Total including LUCF,F-Gas,2010,18.23
50,France,Transportation,All GHG,2010,126.35
51,France,Transportation,CO2,2010,123.27
52,France,Transportation,CH4,2010,0.43
53,France,Transportation,N2O,2010,2.65
54,France,Waste,All GHG,2010,19.1
55,France,Waste,CH4,2010,18.17
56,France,Waste,N2O,2010,0.93
0,France,Agriculture,All GHG,2009,76.21
1,France,Agriculture,CH4,2009,44.43
2,France,Agriculture,N2O,2009,31.78
3,France,Building,All GHG,2009,88.39
4,France,Building,CO2,2009,85.5
5,France,Building,CH4,2009,2.44
6,France,Building,N2O,2009,0.45
7,France,Bunker Fuels,All GHG,2009,24.03
8,France,Bunker Fuels,CO2,2009,23.82
9,France,Bunker Fuels,CH4,2009,0.02
10,France,Bunker Fuels,N2O,2009,0.19
11,France,Electricity/Heat,All GHG,2009,73.16
12,France,Electricity/Heat,CO2,2009,72.74
13,France,Electricity/Heat,CH4,2009,0.13
14,France,Electricity/Heat,N2O,2009,0.29
15,France,Energy,All GHG,2009,345.24
16,France,Energy,CO2,2009,336.2
17,France,Energy,CH4,2009,5.34
18,France,Energy,N2O,2009,3.7
19,France,Fugitive Emissions,All GHG,2009,2.27
20,France,Fugitive Emissions,CO2,2009,
21,France,Fugitive Emissions,CH4,2009,2.16
22,France,Fugitive Emissions,N2O,2009,0.11
23,France,Industrial Processes,All GHG,2009,28.17
24,France,Industrial Processes,CO2,2009,7.53
25,France,Industrial Processes,CH4,2009,0.07
26,France,Industrial Processes,N2O,2009,3.41
27,France,Industrial Processes,F-Gas,2009,17.16
28,France,Land-Use Change and Forestry,All GHG,2009,-66.46
29,France,Land-Use Change and Forestry,CO2,2009,-66.49
30,France,Land-Use Change and Forestry,CH4,2009,0.01
31,France,Land-Use Change and Forestry,N2O,2009,0.01
32,France,Manufacturing/Construction,All GHG,2009,41.47
33,France,Manufacturing/Construction,CO2,2009,41.25
34,France,Manufacturing/Construction,CH4,2009,0.08
35,France,Manufacturing/Construction,N2O,2009,0.14
36,France,Other Fuel Combustion,All GHG,2009,13.91
37,France,Other Fuel Combustion,CO2,2009,13.79
38,France,Other Fuel Combustion,CH4,2009,0.08
39,France,Other Fuel Combustion,N2O,2009,0.04
40,France,Total excluding LUCF,All GHG,2009,468.66
41,France,Total excluding LUCF,CO2,2009,343.73
42,France,Total excluding LUCF,CH4,2009,68.0
43,France,Total excluding LUCF,N2O,2009,39.76
44,France,Total excluding LUCF,F-Gas,2009,17.16
45,France,Total including LUCF,All GHG,2009,402.2
46,France,Total including LUCF,CO2,2009,277.25
47,France,Total including LUCF,CH4,2009,68.02
48,France,Total including LUCF,N2O,2009,39.78
49,France,Total including LUCF,F-Gas,2009,17.16
50,France,Transportation,All GHG,2009,126.05
51,France,Transportation,CO2,2009,122.93
52,France,Transportation,CH4,2009,0.45
53,France,Transportation,N2O,2009,2.67
54,France,Waste,All GHG,2009,19.04
55,France,Waste,CH4,2009,18.16
56,France,Waste,N2O,2009,0.88
0,France,Agriculture,All GHG,2008,78.23
1,France,Agriculture,CH4,2008,45.03
2,France,Agriculture,N2O,2008,33.2
3,France,Building,All GHG,2008,86.36
4,France,Building,CO2,2008,83.56
5,France,Building,CH4,2008,2.36
6,France,Building,N2O,2008,0.44
7,France,Bunker Fuels,All GHG,2008,25.64
8,France,Bunker Fuels,CO2,2008,25.42
9,France,Bunker Fuels,CH4,2008,0.02
10,France,Bunker Fuels,N2O,2008,0.21
11,France,Electricity/Heat,All GHG,2008,75.37
12,France,Electricity/Heat,CO2,2008,74.95
13,France,Electricity/Heat,CH4,2008,0.13
14,France,Electricity/Heat,N2O,2008,0.29
15,France,Energy,All GHG,2008,358.39
16,France,Energy,CO2,2008,349.33
17,France,Energy,CH4,2008,5.36
18,France,Energy,N2O,2008,3.71
19,France,Fugitive Emissions,All GHG,2008,2.36
20,France,Fugitive Emissions,CO2,2008,
21,France,Fugitive Emissions,CH4,2008,2.25
22,France,Fugitive Emissions,N2O,2008,0.12
23,France,Industrial Processes,All GHG,2008,30.23
24,France,Industrial Processes,CO2,2008,8.66
25,France,Industrial Processes,CH4,2008,0.08
26,France,Industrial Processes,N2O,2008,4.2
27,France,Industrial Processes,F-Gas,2008,17.3
28,France,Land-Use Change and Forestry,All GHG,2008,-66.47
29,France,Land-Use Change and Forestry,CO2,2008,-66.48
30,France,Land-Use Change and Forestry,CH4,2008,0.01
31,France,Land-Use Change and Forestry,N2O,2008,0.01
32,France,Manufacturing/Construction,All GHG,2008,52.77
33,France,Manufacturing/Construction,CO2,2008,52.54
34,France,Manufacturing/Construction,CH4,2008,0.09
35,France,Manufacturing/Construction,N2O,2008,0.15
36,France,Other Fuel Combustion,All GHG,2008,14.09
37,France,Other Fuel Combustion,CO2,2008,13.97
38,France,Other Fuel Combustion,CH4,2008,0.08
39,France,Other Fuel Combustion,N2O,2008,0.04
40,France,Total excluding LUCF,All GHG,2008,486.46
41,France,Total excluding LUCF,CO2,2008,357.99
42,France,Total excluding LUCF,CH4,2008,69.21
43,France,Total excluding LUCF,N2O,2008,41.96
44,France,Total excluding LUCF,F-Gas,2008,17.3
45,France,Total including LUCF,All GHG,2008,419.99
46,France,Total including LUCF,CO2,2008,291.51
47,France,Total including LUCF,CH4,2008,69.22
48,France,Total including LUCF,N2O,2008,41.97
49,France,Total including LUCF,F-Gas,2008,17.3
50,France,Transportation,All GHG,2008,127.44
51,France,Transportation,CO2,2008,124.32
52,France,Transportation,CH4,2008,0.45
53,France,Transportation,N2O,2008,2.67
54,France,Waste,All GHG,2008,19.6
55,France,Waste,CH4,2008,18.75
56,France,Waste,N2O,2008,0.85
0,France,Agriculture,All GHG,2007,79.24
1,France,Agriculture,CH4,2007,44.84
2,France,Agriculture,N2O,2007,34.4
3,France,Building,All GHG,2007,79.7
4,France,Building,CO2,2007,77.1
5,France,Building,CH4,2007,2.2
6,France,Building,N2O,2007,0.41
7,France,Bunker Fuels,All GHG,2007,26.66
8,France,Bunker Fuels,CO2,2007,26.42
9,France,Bunker Fuels,CH4,2007,0.02
10,France,Bunker Fuels,N2O,2007,0.21
11,France,Electricity/Heat,All GHG,2007,78.88
12,France,Electricity/Heat,CO2,2007,78.46
13,France,Electricity/Heat,CH4,2007,0.12
14,France,Electricity/Heat,N2O,2007,0.3
15,France,Energy,All GHG,2007,362.36
16,France,Energy,CO2,2007,353.57
17,France,Energy,CH4,2007,5.16
18,France,Energy,N2O,2007,3.63
19,France,Fugitive Emissions,All GHG,2007,2.33
20,France,Fugitive Emissions,CO2,2007,
21,France,Fugitive Emissions,CH4,2007,2.2
22,France,Fugitive Emissions,N2O,2007,0.13
23,France,Industrial Processes,All GHG,2007,31.05
24,France,Industrial Processes,CO2,2007,9.25
25,France,Industrial Processes,CH4,2007,0.1
26,France,Industrial Processes,N2O,2007,4.92
27,France,Industrial Processes,F-Gas,2007,16.78
28,France,Land-Use Change and Forestry,All GHG,2007,-66.48
29,France,Land-Use Change and Forestry,CO2,2007,-66.48
30,France,Land-Use Change and Forestry,CH4,2007,0.0
31,France,Land-Use Change and Forestry,N2O,2007,0.0
32,France,Manufacturing/Construction,All GHG,2007,54.28
33,France,Manufacturing/Construction,CO2,2007,54.03
34,France,Manufacturing/Construction,CH4,2007,0.09
35,France,Manufacturing/Construction,N2O,2007,0.16
36,France,Other Fuel Combustion,All GHG,2007,13.81
37,France,Other Fuel Combustion,CO2,2007,13.7
38,France,Other Fuel Combustion,CH4,2007,0.08
39,France,Other Fuel Combustion,N2O,2007,0.04
40,France,Total excluding LUCF,All GHG,2007,492.48
41,France,Total excluding LUCF,CO2,2007,362.83
42,France,Total excluding LUCF,CH4,2007,69.08
43,France,Total excluding LUCF,N2O,2007,43.79
44,France,Total excluding LUCF,F-Gas,2007,16.78
45,France,Total including LUCF,All GHG,2007,426.0
46,France,Total including LUCF,CO2,2007,296.35
47,France,Total including LUCF,CH4,2007,69.08
48,France,Total including LUCF,N2O,2007,43.79
49,France,Total including LUCF,F-Gas,2007,16.78
50,France,Transportation,All GHG,2007,133.36
51,France,Transportation,CO2,2007,130.29
52,France,Transportation,CH4,2007,0.47
53,France,Transportation,N2O,2007,2.6
54,France,Waste,All GHG,2007,19.82
55,France,Waste,CH4,2007,18.99
56,France,Waste,N2O,2007,0.84
0,France,Agriculture,All GHG,2006,77.5
1,France,Agriculture,CH4,2006,44.31
2,France,Agriculture,N2O,2006,33.19
3,France,Building,All GHG,2006,88.34
4,France,Building,CO2,2006,85.63
5,France,Building,CH4,2006,2.28
6,France,Building,N2O,2006,0.43
7,France,Bunker Fuels,All GHG,2006,25.81
8,France,Bunker Fuels,CO2,2006,25.58
9,France,Bunker Fuels,CH4,2006,0.02
10,France,Bunker Fuels,N2O,2006,0.21
11,France,Electricity/Heat,All GHG,2006,77.13
12,France,Electricity/Heat,CO2,2006,76.75
13,France,Electricity/Heat,CH4,2006,0.11
14,France,Electricity/Heat,N2O,2006,0.27
15,France,Energy,All GHG,2006,371.22
16,France,Energy,CO2,2006,362.43
17,France,Energy,CH4,2006,5.28
18,France,Energy,N2O,2006,3.51
19,France,Fugitive Emissions,All GHG,2006,2.39
20,France,Fugitive Emissions,CO2,2006,
21,France,Fugitive Emissions,CH4,2006,2.26
22,France,Fugitive Emissions,N2O,2006,0.13
23,France,Industrial Processes,All GHG,2006,30.43
24,France,Industrial Processes,CO2,2006,9.11
25,France,Industrial Processes,CH4,2006,0.1
26,France,Industrial Processes,N2O,2006,5.14
27,France,Industrial Processes,F-Gas,2006,16.07
28,France,Land-Use Change and Forestry,All GHG,2006,-66.47
29,France,Land-Use Change and Forestry,CO2,2006,-66.48
30,France,Land-Use Change and Forestry,CH4,2006,0.0
31,France,Land-Use Change and Forestry,N2O,2006,0.0
32,France,Manufacturing/Construction,All GHG,2006,55.08
33,France,Manufacturing/Construction,CO2,2006,54.84
34,France,Manufacturing/Construction,CH4,2006,0.09
35,France,Manufacturing/Construction,N2O,2006,0.15
36,France,Other Fuel Combustion,All GHG,2006,14.21
37,France,Other Fuel Combustion,CO2,2006,14.09
38,France,Other Fuel Combustion,CH4,2006,0.07
39,France,Other Fuel Combustion,N2O,2006,0.04
40,France,Total excluding LUCF,All GHG,2006,499.2
41,France,Total excluding LUCF,CO2,2006,371.55
42,France,Total excluding LUCF,CH4,2006,68.88
43,France,Total excluding LUCF,N2O,2006,42.71
44,France,Total excluding LUCF,F-Gas,2006,16.07
45,France,Total including LUCF,All GHG,2006,432.73
46,France,Total including LUCF,CO2,2006,305.07
47,France,Total including LUCF,CH4,2006,68.88
48,France,Total including LUCF,N2O,2006,42.71
49,France,Total including LUCF,F-Gas,2006,16.07
50,France,Transportation,All GHG,2006,134.08
51,France,Transportation,CO2,2006,131.12
52,France,Transportation,CH4,2006,0.47
53,France,Transportation,N2O,2006,2.48
54,France,Waste,All GHG,2006,20.05
55,France,Waste,CH4,2006,19.18
56,France,Waste,N2O,2006,0.86
0,France,Agriculture,All GHG,2005,77.85
1,France,Agriculture,CH4,2005,44.43
2,France,Agriculture,N2O,2005,33.42
3,France,Building,All GHG,2005,93.35
4,France,Building,CO2,2005,90.4
5,France,Building,CH4,2005,2.48
6,France,Building,N2O,2005,0.47
7,France,Bunker Fuels,All GHG,2005,24.74
