,country,sector,gas,year,cons
45,Austria,Total including LUCF,CO2,2010,63.8
46,Austria,Total including LUCF,CH4,2010,8.11
47,Austria,Total including LUCF,N2O,2010,3.78
48,Austria,Total including LUCF,F-Gas,2010,1.66
49,Austria,Transportation,All GHG,2010,23.13
50,Austria,Transportation,CO2,2010,22.52
51,Austria,Transportation,CH4,2010,0.09
52,Austria,Transportation,N2O,2010,0.51
53,Austria,Waste,All GHG,2010,2.16
54,Austria,Waste,CH4,2010,1.89
55,Austria,Waste,N2O,2010,0.26
0,Austria,Agriculture,All GHG,2009,7.32
1,Austria,Agriculture,CH4,2009,4.91
2,Austria,Agriculture,N2O,2009,2.41
3,Austria,Building,All GHG,2009,10.28
4,Austria,Building,CO2,2009,9.61
5,Austria,Building,CH4,2009,0.57
6,Austria,Building,N2O,2009,0.1
7,Austria,Bunker Fuels,All GHG,2009,1.92
8,Austria,Bunker Fuels,CO2,2009,1.91
9,Austria,Bunker Fuels,CH4,2009,0.0
10,Austria,Bunker Fuels,N2O,2009,0.02
11,Austria,Electricity/Heat,All GHG,2009,20.09
12,Austria,Electricity/Heat,CO2,2009,19.91
13,Austria,Electricity/Heat,CH4,2009,0.06
14,Austria,Electricity/Heat,N2O,2009,0.12
15,Austria,Energy,All GHG,2009,64.52
16,Austria,Energy,CO2,2009,62.62
17,Austria,Energy,CH4,2009,1.09
18,Austria,Energy,N2O,2009,0.81
19,Austria,Fugitive Emissions,All GHG,2009,0.28
20,Austria,Fugitive Emissions,CH4,2009,0.28
21,Austria,Fugitive Emissions,N2O,2009,0.0
22,Austria,Industrial Processes,All GHG,2009,3.59
23,Austria,Industrial Processes,CO2,2009,1.8
24,Austria,Industrial Processes,CH4,2009,0.05
25,Austria,Industrial Processes,N2O,2009,0.3
26,Austria,Industrial Processes,F-Gas,2009,1.45
27,Austria,Land-Use Change and Forestry,All GHG,2009,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2009,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2009,0.0
30,Austria,Land-Use Change and Forestry,N2O,2009,0.0
31,Austria,Manufacturing/Construction,All GHG,2009,10.73
32,Austria,Manufacturing/Construction,CO2,2009,10.6
33,Austria,Manufacturing/Construction,CH4,2009,0.05
34,Austria,Manufacturing/Construction,N2O,2009,0.08
35,Austria,Other Fuel Combustion,All GHG,2009,0.83
36,Austria,Other Fuel Combustion,CO2,2009,0.78
37,Austria,Other Fuel Combustion,CH4,2009,0.05
38,Austria,Other Fuel Combustion,N2O,2009,0.01
39,Austria,Total excluding LUCF,All GHG,2009,77.71
40,Austria,Total excluding LUCF,CO2,2009,64.42
41,Austria,Total excluding LUCF,CH4,2009,8.07
42,Austria,Total excluding LUCF,N2O,2009,3.77
43,Austria,Total excluding LUCF,F-Gas,2009,1.45
44,Austria,Total including LUCF,All GHG,2009,71.55
45,Austria,Total including LUCF,CO2,2009,58.25
46,Austria,Total including LUCF,CH4,2009,8.07
47,Austria,Total including LUCF,N2O,2009,3.77
48,Austria,Total including LUCF,F-Gas,2009,1.45
49,Austria,Transportation,All GHG,2009,22.31
50,Austria,Transportation,CO2,2009,21.71
51,Austria,Transportation,CH4,2009,0.09
52,Austria,Transportation,N2O,2009,0.5
53,Austria,Waste,All GHG,2009,2.28
54,Austria,Waste,CH4,2009,2.02
55,Austria,Waste,N2O,2009,0.26
0,Austria,Agriculture,All GHG,2008,7.44
1,Austria,Agriculture,CH4,2008,4.96
2,Austria,Agriculture,N2O,2008,2.48
3,Austria,Building,All GHG,2008,11.13
4,Austria,Building,CO2,2008,10.47
5,Austria,Building,CH4,2008,0.56
6,Austria,Building,N2O,2008,0.1
7,Austria,Bunker Fuels,All GHG,2008,2.22
8,Austria,Bunker Fuels,CO2,2008,2.2
9,Austria,Bunker Fuels,CH4,2008,0.0
10,Austria,Bunker Fuels,N2O,2008,0.02
11,Austria,Electricity/Heat,All GHG,2008,23.69
12,Austria,Electricity/Heat,CO2,2008,23.51
13,Austria,Electricity/Heat,CH4,2008,0.06
14,Austria,Electricity/Heat,N2O,2008,0.12
15,Austria,Energy,All GHG,2008,70.47
16,Austria,Energy,CO2,2008,68.6
17,Austria,Energy,CH4,2008,1.08
18,Austria,Energy,N2O,2008,0.8
19,Austria,Fugitive Emissions,All GHG,2008,0.27
20,Austria,Fugitive Emissions,CH4,2008,0.27
21,Austria,Fugitive Emissions,N2O,2008,0.0
22,Austria,Industrial Processes,All GHG,2008,4.28
23,Austria,Industrial Processes,CO2,2008,2.13
24,Austria,Industrial Processes,CH4,2008,0.05
25,Austria,Industrial Processes,N2O,2008,0.46
26,Austria,Industrial Processes,F-Gas,2008,1.64
27,Austria,Land-Use Change and Forestry,All GHG,2008,-6.17
28,Austria,Land-Use Change and Forestry,CO2,2008,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2008,0.0
30,Austria,Land-Use Change and Forestry,N2O,2008,0.0
31,Austria,Manufacturing/Construction,All GHG,2008,11.37
32,Austria,Manufacturing/Construction,CO2,2008,11.23
33,Austria,Manufacturing/Construction,CH4,2008,0.05
34,Austria,Manufacturing/Construction,N2O,2008,0.08
35,Austria,Other Fuel Combustion,All GHG,2008,0.89
36,Austria,Other Fuel Combustion,CO2,2008,0.83
37,Austria,Other Fuel Combustion,CH4,2008,0.05
38,Austria,Other Fuel Combustion,N2O,2008,0.01
39,Austria,Total excluding LUCF,All GHG,2008,84.62
40,Austria,Total excluding LUCF,CO2,2008,70.73
41,Austria,Total excluding LUCF,CH4,2008,8.25
42,Austria,Total excluding LUCF,N2O,2008,4.0
43,Austria,Total excluding LUCF,F-Gas,2008,1.64
44,Austria,Total including LUCF,All GHG,2008,78.46
45,Austria,Total including LUCF,CO2,2008,64.56
46,Austria,Total including LUCF,CH4,2008,8.25
47,Austria,Total including LUCF,N2O,2008,4.0
48,Austria,Total including LUCF,F-Gas,2008,1.64
49,Austria,Transportation,All GHG,2008,23.13
50,Austria,Transportation,CO2,2008,22.55
51,Austria,Transportation,CH4,2008,0.09
52,Austria,Transportation,N2O,2008,0.49
53,Austria,Waste,All GHG,2008,2.43
54,Austria,Waste,CH4,2008,2.17
55,Austria,Waste,N2O,2008,0.26
0,Austria,Agriculture,All GHG,2007,7.33
1,Austria,Agriculture,CH4,2007,4.92
2,Austria,Agriculture,N2O,2007,2.41
3,Austria,Building,All GHG,2007,10.77
4,Austria,Building,CO2,2007,10.13
5,Austria,Building,CH4,2007,0.55
6,Austria,Building,N2O,2007,0.1
7,Austria,Bunker Fuels,All GHG,2007,2.22
8,Austria,Bunker Fuels,CO2,2007,2.2
9,Austria,Bunker Fuels,CH4,2007,0.0
10,Austria,Bunker Fuels,N2O,2007,0.02
11,Austria,Electricity/Heat,All GHG,2007,23.76
12,Austria,Electricity/Heat,CO2,2007,23.6
13,Austria,Electricity/Heat,CH4,2007,0.05
14,Austria,Electricity/Heat,N2O,2007,0.11
15,Austria,Energy,All GHG,2007,70.99
16,Austria,Energy,CO2,2007,69.11
17,Austria,Energy,CH4,2007,1.08
18,Austria,Energy,N2O,2007,0.8
19,Austria,Fugitive Emissions,All GHG,2007,0.29
20,Austria,Fugitive Emissions,CH4,2007,0.29
21,Austria,Fugitive Emissions,N2O,2007,0.0
22,Austria,Industrial Processes,All GHG,2007,4.2
23,Austria,Industrial Processes,CO2,2007,2.13
24,Austria,Industrial Processes,CH4,2007,0.05
25,Austria,Industrial Processes,N2O,2007,0.41
26,Austria,Industrial Processes,F-Gas,2007,1.61
27,Austria,Land-Use Change and Forestry,All GHG,2007,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2007,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2007,0.0
30,Austria,Land-Use Change and Forestry,N2O,2007,0.0
31,Austria,Manufacturing/Construction,All GHG,2007,11.11
32,Austria,Manufacturing/Construction,CO2,2007,10.97
33,Austria,Manufacturing/Construction,CH4,2007,0.05
34,Austria,Manufacturing/Construction,N2O,2007,0.09
35,Austria,Other Fuel Combustion,All GHG,2007,0.89
36,Austria,Other Fuel Combustion,CO2,2007,0.84
37,Austria,Other Fuel Combustion,CH4,2007,0.04
38,Austria,Other Fuel Combustion,N2O,2007,0.01
39,Austria,Total excluding LUCF,All GHG,2007,85.06
40,Austria,Total excluding LUCF,CO2,2007,71.24
41,Austria,Total excluding LUCF,CH4,2007,8.33
42,Austria,Total excluding LUCF,N2O,2007,3.87
43,Austria,Total excluding LUCF,F-Gas,2007,1.61
44,Austria,Total including LUCF,All GHG,2007,78.89
45,Austria,Total including LUCF,CO2,2007,65.08
46,Austria,Total including LUCF,CH4,2007,8.33
47,Austria,Total including LUCF,N2O,2007,3.87
48,Austria,Total including LUCF,F-Gas,2007,1.61
49,Austria,Transportation,All GHG,2007,24.17
50,Austria,Transportation,CO2,2007,23.58
51,Austria,Transportation,CH4,2007,0.09
52,Austria,Transportation,N2O,2007,0.5
53,Austria,Waste,All GHG,2007,2.54
54,Austria,Waste,CH4,2007,2.28
55,Austria,Waste,N2O,2007,0.26
0,Austria,Agriculture,All GHG,2006,7.46
1,Austria,Agriculture,CH4,2006,4.95
2,Austria,Agriculture,N2O,2006,2.51
3,Austria,Building,All GHG,2006,12.72
4,Austria,Building,CO2,2006,12.07
5,Austria,Building,CH4,2006,0.55
6,Austria,Building,N2O,2006,0.1
7,Austria,Bunker Fuels,All GHG,2006,2.09
8,Austria,Bunker Fuels,CO2,2006,2.07
9,Austria,Bunker Fuels,CH4,2006,0.0
10,Austria,Bunker Fuels,N2O,2006,0.02
11,Austria,Electricity/Heat,All GHG,2006,24.7
12,Austria,Electricity/Heat,CO2,2006,24.55
13,Austria,Electricity/Heat,CH4,2006,0.05
14,Austria,Electricity/Heat,N2O,2006,0.1
15,Austria,Energy,All GHG,2006,73.99
16,Austria,Energy,CO2,2006,72.15
17,Austria,Energy,CH4,2006,1.08
18,Austria,Energy,N2O,2006,0.77
19,Austria,Fugitive Emissions,All GHG,2006,0.29
20,Austria,Fugitive Emissions,CH4,2006,0.29
21,Austria,Fugitive Emissions,N2O,2006,0.0
22,Austria,Industrial Processes,All GHG,2006,3.98
23,Austria,Industrial Processes,CO2,2006,1.95
24,Austria,Industrial Processes,CH4,2006,0.05
25,Austria,Industrial Processes,N2O,2006,0.43
26,Austria,Industrial Processes,F-Gas,2006,1.55
27,Austria,Land-Use Change and Forestry,All GHG,2006,-6.17
28,Austria,Land-Use Change and Forestry,CO2,2006,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2006,0.0
30,Austria,Land-Use Change and Forestry,N2O,2006,0.0
31,Austria,Manufacturing/Construction,All GHG,2006,11.4
32,Austria,Manufacturing/Construction,CO2,2006,11.27
33,Austria,Manufacturing/Construction,CH4,2006,0.05
34,Austria,Manufacturing/Construction,N2O,2006,0.08
35,Austria,Other Fuel Combustion,All GHG,2006,0.92
36,Austria,Other Fuel Combustion,CO2,2006,0.86
37,Austria,Other Fuel Combustion,CH4,2006,0.05
38,Austria,Other Fuel Combustion,N2O,2006,0.01
39,Austria,Total excluding LUCF,All GHG,2006,88.1
40,Austria,Total excluding LUCF,CO2,2006,74.1
41,Austria,Total excluding LUCF,CH4,2006,8.49
42,Austria,Total excluding LUCF,N2O,2006,3.96
43,Austria,Total excluding LUCF,F-Gas,2006,1.55
44,Austria,Total including LUCF,All GHG,2006,81.93
45,Austria,Total including LUCF,CO2,2006,67.93
46,Austria,Total including LUCF,CH4,2006,8.49
47,Austria,Total including LUCF,N2O,2006,3.96
48,Austria,Total including LUCF,F-Gas,2006,1.55
49,Austria,Transportation,All GHG,2006,23.97
50,Austria,Transportation,CO2,2006,23.39
51,Austria,Transportation,CH4,2006,0.09
52,Austria,Transportation,N2O,2006,0.48
53,Austria,Waste,All GHG,2006,2.67
54,Austria,Waste,CH4,2006,2.41
55,Austria,Waste,N2O,2006,0.25
0,Austria,Agriculture,All GHG,2005,7.58
1,Austria,Agriculture,CH4,2005,5.02
2,Austria,Agriculture,N2O,2005,2.56
3,Austria,Building,All GHG,2005,12.99
4,Austria,Building,CO2,2005,12.37
5,Austria,Building,CH4,2005,0.53
6,Austria,Building,N2O,2005,0.09
7,Austria,Bunker Fuels,All GHG,2005,2.01
8,Austria,Bunker Fuels,CO2,2005,1.99
9,Austria,Bunker Fuels,CH4,2005,0.0
10,Austria,Bunker Fuels,N2O,2005,0.02
11,Austria,Electricity/Heat,All GHG,2005,25.71
12,Austria,Electricity/Heat,CO2,2005,25.58
13,Austria,Electricity/Heat,CH4,2005,0.04
14,Austria,Electricity/Heat,N2O,2005,0.09
15,Austria,Energy,All GHG,2005,76.21
16,Austria,Energy,CO2,2005,74.44
17,Austria,Energy,CH4,2005,1.03
18,Austria,Energy,N2O,2005,0.73
19,Austria,Fugitive Emissions,All GHG,2005,0.28
20,Austria,Fugitive Emissions,CH4,2005,0.28
21,Austria,Fugitive Emissions,N2O,2005,0.0
22,Austria,Industrial Processes,All GHG,2005,3.78
23,Austria,Industrial Processes,CO2,2005,1.8
24,Austria,Industrial Processes,CH4,2005,0.04
25,Austria,Industrial Processes,N2O,2005,0.43
26,Austria,Industrial Processes,F-Gas,2005,1.52
27,Austria,Land-Use Change and Forestry,All GHG,2005,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2005,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2005,0.0
30,Austria,Land-Use Change and Forestry,N2O,2005,0.0
31,Austria,Manufacturing/Construction,All GHG,2005,11.17
32,Austria,Manufacturing/Construction,CO2,2005,11.05
33,Austria,Manufacturing/Construction,CH4,2005,0.05
34,Austria,Manufacturing/Construction,N2O,2005,0.08
35,Austria,Other Fuel Combustion,All GHG,2005,0.96
36,Austria,Other Fuel Combustion,CO2,2005,0.9
37,Austria,Other Fuel Combustion,CH4,2005,0.05
38,Austria,Other Fuel Combustion,N2O,2005,0.01
39,Austria,Total excluding LUCF,All GHG,2005,90.35
40,Austria,Total excluding LUCF,CO2,2005,76.24
41,Austria,Total excluding LUCF,CH4,2005,8.62
42,Austria,Total excluding LUCF,N2O,2005,3.97
43,Austria,Total excluding LUCF,F-Gas,2005,1.52
44,Austria,Total including LUCF,All GHG,2005,84.19
45,Austria,Total including LUCF,CO2,2005,70.07
46,Austria,Total including LUCF,CH4,2005,8.63
47,Austria,Total including LUCF,N2O,2005,3.97
48,Austria,Total including LUCF,F-Gas,2005,1.52
49,Austria,Transportation,All GHG,2005,25.1
50,Austria,Transportation,CO2,2005,24.54
51,Austria,Transportation,CH4,2005,0.09
52,Austria,Transportation,N2O,2005,0.46
53,Austria,Waste,All GHG,2005,2.78
54,Austria,Waste,CH4,2005,2.54
55,Austria,Waste,N2O,2005,0.24
0,Austria,Agriculture,All GHG,2004,7.6
1,Austria,Agriculture,CH4,2004,5.04
2,Austria,Agriculture,N2O,2004,2.56
3,Austria,Building,All GHG,2004,13.27
4,Austria,Building,CO2,2004,12.65
5,Austria,Building,CH4,2004,0.53
6,Austria,Building,N2O,2004,0.09
7,Austria,Bunker Fuels,All GHG,2004,1.78
8,Austria,Bunker Fuels,CO2,2004,1.77
9,Austria,Bunker Fuels,CH4,2004,0.0
10,Austria,Bunker Fuels,N2O,2004,0.01
11,Austria,Electricity/Heat,All GHG,2004,24.95
12,Austria,Electricity/Heat,CO2,2004,24.82
13,Austria,Electricity/Heat,CH4,2004,0.04
14,Austria,Electricity/Heat,N2O,2004,0.09
15,Austria,Energy,All GHG,2004,75.75
16,Austria,Energy,CO2,2004,74.01
17,Austria,Energy,CH4,2004,1.05
18,Austria,Energy,N2O,2004,0.7
19,Austria,Fugitive Emissions,All GHG,2004,0.3
20,Austria,Fugitive Emissions,CH4,2004,0.3
21,Austria,Fugitive Emissions,N2O,2004,0.0
22,Austria,Industrial Processes,All GHG,2004,4.0
23,Austria,Industrial Processes,CO2,2004,1.79
24,Austria,Industrial Processes,CH4,2004,0.04
25,Austria,Industrial Processes,N2O,2004,0.45
26,Austria,Industrial Processes,F-Gas,2004,1.73
27,Austria,Land-Use Change and Forestry,All GHG,2004,-6.17
28,Austria,Land-Use Change and Forestry,CO2,2004,-6.17
29,Austria,Land-Use Change and Forestry,CH4,2004,0.0
30,Austria,Land-Use Change and Forestry,N2O,2004,0.0
31,Austria,Manufacturing/Construction,All GHG,2004,11.82
32,Austria,Manufacturing/Construction,CO2,2004,11.71
33,Austria,Manufacturing/Construction,CH4,2004,0.04
34,Austria,Manufacturing/Construction,N2O,2004,0.07
35,Austria,Other Fuel Combustion,All GHG,2004,1.03
36,Austria,Other Fuel Combustion,CO2,2004,0.98
37,Austria,Other Fuel Combustion,CH4,2004,0.05
38,Austria,Other Fuel Combustion,N2O,2004,0.01
39,Austria,Total excluding LUCF,All GHG,2004,90.27
40,Austria,Total excluding LUCF,CO2,2004,75.8
41,Austria,Total excluding LUCF,CH4,2004,8.81
42,Austria,Total excluding LUCF,N2O,2004,3.93
43,Austria,Total excluding LUCF,F-Gas,2004,1.73
44,Austria,Total including LUCF,All GHG,2004,84.11
45,Austria,Total including LUCF,CO2,2004,69.63
46,Austria,Total including LUCF,CH4,2004,8.81
47,Austria,Total including LUCF,N2O,2004,3.93
48,Austria,Total including LUCF,F-Gas,2004,1.73
49,Austria,Transportation,All GHG,2004,24.38
50,Austria,Transportation,CO2,2004,23.84
51,Austria,Transportation,CH4,2004,0.09
52,Austria,Transportation,N2O,2004,0.44
53,Austria,Waste,All GHG,2004,2.92
54,Austria,Waste,CH4,2004,2.69
55,Austria,Waste,N2O,2004,0.23
0,Austria,Agriculture,All GHG,2003,7.68
1,Austria,Agriculture,CH4,2003,5.13
2,Austria,Agriculture,N2O,2003,2.55
3,Austria,Building,All GHG,2003,13.77
4,Austria,Building,CO2,2003,13.12
5,Austria,Building,CH4,2003,0.55
6,Austria,Building,N2O,2003,0.1
7,Austria,Bunker Fuels,All GHG,2003,1.5
8,Austria,Bunker Fuels,CO2,2003,1.49
9,Austria,Bunker Fuels,CH4,2003,0.0
10,Austria,Bunker Fuels,N2O,2003,0.01
11,Austria,Electricity/Heat,All GHG,2003,24.15
12,Austria,Electricity/Heat,CO2,2003,24.03
13,Austria,Electricity/Heat,CH4,2003,0.03
14,Austria,Electricity/Heat,N2O,2003,0.08
15,Austria,Energy,All GHG,2003,74.49
16,Austria,Energy,CO2,2003,72.71
17,Austria,Energy,CH4,2003,1.09
18,Austria,Energy,N2O,2003,0.69
19,Austria,Fugitive Emissions,All GHG,2003,0.33
20,Austria,Fugitive Emissions,CH4,2003,0.33
21,Austria,Fugitive Emissions,N2O,2003,0.0
22,Austria,Industrial Processes,All GHG,2003,4.43
23,Austria,Industrial Processes,CO2,2003,1.75
24,Austria,Industrial Processes,CH4,2003,0.03
25,Austria,Industrial Processes,N2O,2003,1.04
26,Austria,Industrial Processes,F-Gas,2003,1.6
27,Austria,Land-Use Change and Forestry,All GHG,2003,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2003,-6.16
29,Austria,Land-Use Change and Forestry,CH4,2003,0.0
30,Austria,Land-Use Change and Forestry,N2O,2003,0.0
31,Austria,Manufacturing/Construction,All GHG,2003,11.15
32,Austria,Manufacturing/Construction,CO2,2003,11.05
33,Austria,Manufacturing/Construction,CH4,2003,0.04
34,Austria,Manufacturing/Construction,N2O,2003,0.06
35,Austria,Other Fuel Combustion,All GHG,2003,1.04
36,Austria,Other Fuel Combustion,CO2,2003,0.99
37,Austria,Other Fuel Combustion,CH4,2003,0.05
38,Austria,Other Fuel Combustion,N2O,2003,0.01
39,Austria,Total excluding LUCF,All GHG,2003,89.45
40,Austria,Total excluding LUCF,CO2,2003,74.46
41,Austria,Total excluding LUCF,CH4,2003,8.9
42,Austria,Total excluding LUCF,N2O,2003,4.48
43,Austria,Total excluding LUCF,F-Gas,2003,1.6
44,Austria,Total including LUCF,All GHG,2003,83.28
45,Austria,Total including LUCF,CO2,2003,68.3
46,Austria,Total including LUCF,CH4,2003,8.9
47,Austria,Total including LUCF,N2O,2003,4.48
48,Austria,Total including LUCF,F-Gas,2003,1.6
49,Austria,Transportation,All GHG,2003,24.04
50,Austria,Transportation,CO2,2003,23.52
51,Austria,Transportation,CH4,2003,0.09
52,Austria,Transportation,N2O,2003,0.44
53,Austria,Waste,All GHG,2003,2.85
54,Austria,Waste,CH4,2003,2.64
55,Austria,Waste,N2O,2003,0.22
0,Austria,Agriculture,All GHG,2002,7.92
1,Austria,Agriculture,CH4,2002,5.28
2,Austria,Agriculture,N2O,2002,2.64
3,Austria,Building,All GHG,2002,13.04
4,Austria,Building,CO2,2002,12.38
5,Austria,Building,CH4,2002,0.56
6,Austria,Building,N2O,2002,0.1
7,Austria,Bunker Fuels,All GHG,2002,1.6
8,Austria,Bunker Fuels,CO2,2002,1.59
9,Austria,Bunker Fuels,CH4,2002,0.0
10,Austria,Bunker Fuels,N2O,2002,0.01
11,Austria,Electricity/Heat,All GHG,2002,22.15
12,Austria,Electricity/Heat,CO2,2002,22.05
13,Austria,Electricity/Heat,CH4,2002,0.03
14,Austria,Electricity/Heat,N2O,2002,0.07
15,Austria,Energy,All GHG,2002,69.36
16,Austria,Energy,CO2,2002,67.63
17,Austria,Energy,CH4,2002,1.09
18,Austria,Energy,N2O,2002,0.64
19,Austria,Fugitive Emissions,All GHG,2002,0.33
20,Austria,Fugitive Emissions,CH4,2002,0.33
21,Austria,Fugitive Emissions,N2O,2002,0.0
22,Austria,Industrial Processes,All GHG,2002,4.2
23,Austria,Industrial Processes,CO2,2002,1.74
24,Austria,Industrial Processes,CH4,2002,0.04
25,Austria,Industrial Processes,N2O,2002,0.98
26,Austria,Industrial Processes,F-Gas,2002,1.45
27,Austria,Land-Use Change and Forestry,All GHG,2002,-6.16
28,Austria,Land-Use Change and Forestry,CO2,2002,-6.16
29,Austria,Land-Use Change and Forestry,CH4,2002,0.0
30,Austria,Land-Use Change and Forestry,N2O,2002,0.0
31,Austria,Manufacturing/Construction,All GHG,2002,10.39
32,Austria,Manufacturing/Construction,CO2,2002,10.3
33,Austria,Manufacturing/Construction,CH4,2002,0.03
34,Austria,Manufacturing/Construction,N2O,2002,0.06
35,Austria,Other Fuel Combustion,All GHG,2002,1.02
36,Austria,Other Fuel Combustion,CO2,2002,0.97
37,Austria,Other Fuel Combustion,CH4,2002,0.04
38,Austria,Other Fuel Combustion,N2O,2002,0.01
39,Austria,Total excluding LUCF,All GHG,2002,84.33
40,Austria,Total excluding LUCF,CO2,2002,69.37
41,Austria,Total excluding LUCF,CH4,2002,9.05
42,Austria,Total excluding LUCF,N2O,2002,4.47
43,Austria,Total excluding LUCF,F-Gas,2002,1.45
44,Austria,Total including LUCF,All GHG,2002,78.17
45,Austria,Total including LUCF,CO2,2002,63.2
46,Austria,Total including LUCF,CH4,2002,9.05
47,Austria,Total including LUCF,N2O,2002,4.47
48,Austria,Total including LUCF,F-Gas,2002,1.45
49,Austria,Transportation,All GHG,2002,22.43
50,Austria,Transportation,CO2,2002,21.93
51,Austria,Transportation,CH4,2002,0.09
52,Austria,Transportation,N2O,2002,0.41
53,Austria,Waste,All GHG,2002,2.85
54,Austria,Waste,CH4,2002,2.64
55,Austria,Waste,N2O,2002,0.21
0,Austria,Agriculture,All GHG,2001,8.11
1,Austria,Agriculture,CH4,2001,5.35
2,Austria,Agriculture,N2O,2001,2.76
3,Austria,Building,All GHG,2001,13.75
4,Austria,Building,CO2,2001,13.05
5,Austria,Building,CH4,2001,0.6
6,Austria,Building,N2O,2001,0.1
7,Austria,Bunker Fuels,All GHG,2001,1.7
8,Austria,Bunker Fuels,CO2,2001,1.68
9,Austria,Bunker Fuels,CH4,2001,0.0
10,Austria,Bunker Fuels,N2O,2001,0.01
11,Austria,Electricity/Heat,All GHG,2001,21.65
12,Austria,Electricity/Heat,CO2,2001,21.55
13,Austria,Electricity/Heat,CH4,2001,0.03
14,Austria,Electricity/Heat,N2O,2001,0.07
15,Austria,Energy,All GHG,2001,67.94
16,Austria,Energy,CO2,2001,66.19
17,Austria,Energy,CH4,2001,1.13
18,Austria,Energy,N2O,2001,0.62
19,Austria,Fugitive Emissions,All GHG,2001,0.33
20,Austria,Fugitive Emissions,CH4,2001,0.33
21,Austria,Fugitive Emissions,N2O,2001,0.0
22,Austria,Industrial Processes,All GHG,2001,4.1
23,Austria,Industrial Processes,CO2,2001,1.72
24,Austria,Industrial Processes,CH4,2001,0.03
25,Austria,Industrial Processes,N2O,2001,0.97
26,Austria,Industrial Processes,F-Gas,2001,1.38
